@relation wicket-1.5.3.0.arff

@attribute CountDeclMethodPrivate numeric
@attribute AvgLineCode numeric
@attribute CountLine numeric
@attribute MaxCyclomatic numeric
@attribute CountDeclMethodDefault numeric
@attribute AvgEssential numeric
@attribute CountDeclClassVariable numeric
@attribute SumCyclomaticStrict numeric
@attribute AvgCyclomatic numeric
@attribute AvgLine numeric
@attribute CountDeclClassMethod numeric
@attribute AvgLineComment numeric
@attribute AvgCyclomaticModified numeric
@attribute CountDeclFunction numeric
@attribute CountLineComment numeric
@attribute CountDeclClass numeric
@attribute CountDeclMethod numeric
@attribute SumCyclomaticModified numeric
@attribute CountLineCodeDecl numeric
@attribute CountDeclMethodProtected numeric
@attribute CountDeclInstanceVariable numeric
@attribute MaxCyclomaticStrict numeric
@attribute CountDeclMethodPublic numeric
@attribute CountLineCodeExe numeric
@attribute SumCyclomatic numeric
@attribute SumEssential numeric
@attribute CountStmtDecl numeric
@attribute loc numeric
@attribute CountStmtExe numeric
@attribute RatioCommentToCode numeric
@attribute CountLineBlank numeric
@attribute CountStmt numeric
@attribute MaxCyclomaticModified numeric
@attribute CountSemicolon numeric
@attribute AvgLineBlank numeric
@attribute CountDeclInstanceMethod numeric
@attribute AvgCyclomaticStrict numeric
@attribute PercentLackOfCohesion numeric
@attribute MaxInheritanceTree numeric
@attribute CountClassDerived numeric
@attribute CountClassCoupled numeric
@attribute CountClassBase numeric
@attribute CountInput_Max numeric
@attribute CountInput_Mean numeric
@attribute CountInput_Min numeric
@attribute CountOutput_Max numeric
@attribute CountOutput_Mean numeric
@attribute CountOutput_Min numeric
@attribute CountPath_Max numeric
@attribute CountPath_Mean numeric
@attribute CountPath_Min numeric
@attribute MaxNesting_Max numeric
@attribute MaxNesting_Mean numeric
@attribute MaxNesting_Min numeric
@attribute COMM numeric
@attribute ADEV numeric
@attribute DDEV numeric
@attribute Added_lines numeric
@attribute Del_lines numeric
@attribute OWN_LINE numeric
@attribute OWN_COMMIT numeric
@attribute MINOR_COMMIT numeric
@attribute MINOR_LINE numeric
@attribute MAJOR_COMMIT numeric
@attribute MAJOR_LINE numeric
@attribute bug {TRUE,FALSE}

@data
0,3,35,1,0,1,0,1,1,4,0,1,1,1,26,1,1,1,3,0,0,1,1,0,1,1,3,7,0,3.71,2,3,1,1,0,1,1,0,3,0,0,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.857142857142857,0.0,0,3,0,0,FALSE
0,10,133,3,0,2,0,15,3,14,0,4,3,6,54,1,6,15,14,0,1,3,6,25,15,10,16,69,23,0.78,10,39,3,21,0,6,3,0,1,0,0,2,8,4.16666666666667,2,3,2.0,1,4,2.6666666666666696,2,4,1.77777777777778,1,0,0,0,0,0,0.887218045112782,0.0,0,2,0,3,FALSE
0,1,51,1,2,1,0,2,1,10,0,9,1,2,41,1,2,2,5,0,0,1,0,0,2,2,5,7,0,5.86,3,5,1,4,0,2,1,0,0,5,0,0,4,3.0,2,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.92156862745098,0.0,0,2,0,0,FALSE
1,13,159,8,0,1,2,15,3,22,1,7,3,5,59,2,5,15,21,1,1,8,3,33,15,5,23,80,21,0.74,20,44,8,28,2,4,3,70,1,3,4,2,9,3.8,1,11,4.4,0,22,5.8,1,4,1.875,0,0,0,0,0,0,0.641509433962264,0.0,0,3,0,3,FALSE
0,4,47,1,0,1,0,2,1,7,0,3,1,2,29,1,2,2,5,0,0,1,2,2,2,2,5,13,2,2.23,5,7,1,4,0,2,1,0,1,0,0,2,1,0.5,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.8936170212765959,0.0,0,2,0,1,FALSE
0,1,34,1,1,1,0,1,1,4,0,3,1,1,26,1,1,1,4,0,0,1,0,0,1,1,4,6,0,4.33,2,4,1,3,0,1,1,0,3,2,1,1,4,4.0,4,1,1.0,1,1,1.0,1,1,0.25,0,0,0,0,0,0,0.941176470588235,0.0,0,2,0,0,FALSE
0,1,59,1,1,1,0,1,1,6,0,5,1,1,51,1,1,1,4,0,0,1,0,0,1,1,4,6,0,8.5,2,4,1,3,0,1,1,0,3,8,0,1,4,4.0,4,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.8474576271186439,0.0,0,2,0,0,FALSE
1,10,506,10,1,2,4,51,2,17,6,5,2,18,221,6,18,39,72,5,8,10,11,96,39,34,58,246,64,0.9,39,122,10,81,0,12,3,83,1,2,5,5,11,3.5,0,16,5.27777777777778,1,10,2.1111111111111103,1,1,0.28,0,0,0,0,0,0,0.733201581027668,0.0,0,3,0,4,FALSE
0,13,189,3,0,1,0,16,2,17,0,2,2,8,42,1,8,16,29,3,4,3,5,58,16,8,29,121,46,0.35,26,75,3,58,1,8,2,46,2,0,2,1,9,3.5,1,8,4.875,1,4,2.125,1,1,0.9,0,0,0,0,0,0,0.840425531914894,0.0,0,2,0,4,FALSE
0,5,78,1,0,1,2,4,1,6,0,0,1,4,25,3,4,4,14,0,0,1,4,13,4,4,14,37,8,0.68,16,22,1,16,0,4,1,50,2,0,6,2,2,1.0,0,7,2.5,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.7179487179487181,0.0,0,3,0,2,FALSE
0,4,50,1,0,1,0,2,1,6,0,1,1,2,26,1,2,2,10,1,2,1,1,3,2,2,9,18,2,1.44,6,11,1,8,0,2,1,75,2,0,1,1,1,0.5,0,2,1.5,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.56,0.0,0,3,0,2,FALSE
0,4,47,1,0,1,0,2,1,7,0,3,1,2,28,1,2,2,6,0,2,1,2,3,2,2,6,13,2,2.15,6,8,1,5,0,2,1,50,1,1,1,1,2,2.0,2,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6875,0.0,0,2,0,2,FALSE
0,3,55,1,0,1,0,3,1,7,0,3,1,3,33,1,3,3,6,0,1,1,3,2,3,3,6,16,2,2.06,6,8,1,4,0,3,1,33,1,0,0,1,2,1.0,0,2,1.33333333333333,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.7272727272727271,0.0,0,2,0,2,FALSE
0,4,47,1,0,1,0,2,1,7,0,3,1,2,28,1,2,2,6,0,2,1,2,3,2,2,6,13,2,2.15,6,8,1,5,0,2,1,50,2,0,1,1,2,2.0,2,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6875,0.0,0,2,0,2,FALSE
0,9,187,1,0,1,10,9,1,14,0,2,1,9,48,6,9,9,43,0,0,1,9,62,9,9,43,107,29,0.45,32,72,1,62,1,9,1,100,2,0,10,2,1,0.666666666666667,0,14,4.33333333333333,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.684491978609626,0.0,0,4,0,1,FALSE
0,3,55,1,0,1,0,3,1,7,0,3,1,3,33,1,3,3,6,0,1,1,3,2,3,3,6,16,2,2.06,6,8,1,4,0,3,1,33,1,0,0,1,3,1.33333333333333,0,2,1.33333333333333,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.7272727272727271,0.0,0,2,0,2,FALSE
0,1,31,1,1,1,0,1,1,4,0,3,1,1,25,1,1,1,3,0,0,1,0,0,1,1,3,5,0,5.0,1,3,1,2,0,1,1,0,0,1,0,0,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.548387096774194,0.0,0,2,0,1,FALSE
0,4,45,1,0,1,0,2,1,7,0,3,1,2,28,1,2,2,5,0,1,1,2,2,2,2,5,13,2,2.15,4,7,1,4,0,2,1,0,1,0,0,2,1,1.0,1,2,1.5,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.622222222222222,0.0,0,2,0,2,FALSE
0,1,52,1,5,1,0,5,1,4,0,3,1,5,37,1,5,5,7,0,0,1,0,0,5,5,7,8,0,4.62,7,7,1,6,0,5,1,0,0,1,0,0,2,1.0,0,1,0.8,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.660377358490566,0.0,0,2,0,2,FALSE
0,4,48,1,0,1,1,2,1,7,0,3,1,2,28,1,2,2,7,0,1,1,2,3,2,2,7,15,2,1.87,5,9,1,6,0,2,1,50,1,0,0,2,1,1.0,1,2,1.5,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.604166666666667,0.0,0,3,0,2,FALSE
0,4,83,1,0,1,0,6,1,7,0,3,1,6,40,1,6,6,12,0,1,1,6,10,6,6,9,35,9,1.14,8,18,1,11,0,6,1,0,1,0,0,2,2,1.16666666666667,0,3,2.1666666666666696,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6867469879518069,0.0,0,3,0,1,FALSE
0,3,34,1,0,1,0,1,1,4,0,1,1,1,26,1,1,1,3,0,0,1,1,0,1,1,3,7,0,3.71,1,3,1,1,0,1,1,0,3,0,0,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,5,106,1,0,1,0,8,1,8,0,3,1,8,47,1,8,8,13,0,1,1,8,12,8,8,13,47,11,1.0,12,24,1,14,0,8,1,0,1,0,8,2,2,1.125,1,7,3.5,2,1,1.0,1,6,0.818181818181818,0,2,2,1,14,6,0.566037735849057,1.0,0,5,1,2,FALSE
0,1,94,1,7,1,0,7,1,8,0,7,1,7,70,1,7,7,12,0,0,1,0,0,7,7,12,14,0,5.0,10,12,1,11,0,7,1,0,0,1,0,0,0,0.0,0,1,0.7142857142857142,0,1,1.0,1,0,0.0,0,1,1,1,3,3,0.638297872340426,1.0,0,4,1,3,FALSE
0,4,94,1,0,1,0,8,1,7,0,2,1,8,44,1,8,8,13,0,1,1,8,9,8,8,13,40,8,1.1,10,21,1,12,0,8,1,0,1,0,7,2,2,1.25,1,4,3.625,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.74468085106383,0.0,0,3,0,1,FALSE
0,1,87,1,7,1,0,7,1,7,0,6,1,7,65,1,7,7,12,0,0,1,0,0,7,7,12,14,0,4.64,8,12,1,11,0,7,1,0,0,1,0,0,0,0.0,0,1,0.857142857142857,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.7471264367816091,0.0,0,3,0,1,FALSE
0,4,150,1,0,1,0,15,1,7,0,3,1,15,68,1,15,15,18,0,1,1,15,15,15,15,18,65,15,1.05,17,33,1,17,0,15,1,0,1,0,2,2,2,1.53333333333333,1,3,2.46666666666667,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.56,0.0,0,4,0,1,FALSE
0,1,139,1,4,1,0,14,1,6,0,5,1,14,104,1,14,14,17,0,0,1,10,0,14,14,17,19,0,5.47,16,17,1,16,0,14,1,0,0,1,0,0,0,0.0,0,1,0.5,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.60431654676259,0.0,0,3,0,2,FALSE
1,35,244,17,0,3,1,23,6,43,0,7,6,4,63,1,4,23,39,0,2,17,3,83,23,13,38,165,50,0.38,17,88,17,66,1,4,6,41,1,0,13,2,7,4.25,0,26,8.0,1,460,116.5,1,6,3.3333333333333304,0,1,1,1,2,0,0.770491803278688,1.0,0,2,1,4,FALSE
0,4,150,1,0,1,0,15,1,7,0,3,1,15,68,1,15,15,18,0,1,1,15,15,15,15,18,65,15,1.05,17,33,1,17,0,15,1,0,1,0,2,2,2,1.53333333333333,1,3,2.46666666666667,2,1,1.0,1,0,0.0,0,1,1,1,0,16,0.753333333333333,1.0,0,4,1,0,FALSE
0,1,137,1,14,1,0,14,1,6,0,5,1,14,103,1,14,14,17,0,0,1,0,0,14,14,17,19,0,5.42,15,17,1,16,0,14,1,0,0,1,0,0,0,0.0,0,1,0.5,0,1,1.0,1,0,0.0,0,1,1,1,0,11,0.7299270072992701,1.0,0,3,1,2,FALSE
0,4,54,1,0,1,0,3,1,7,0,3,1,3,32,1,3,3,6,0,1,1,3,3,3,3,6,17,3,1.88,5,9,1,5,0,3,1,0,1,0,2,2,2,1.6666666666666698,1,3,2.3333333333333304,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.648148148148148,0.0,0,3,0,1,FALSE
0,1,37,1,2,1,0,2,1,4,0,3,1,2,28,1,2,2,4,0,0,1,0,0,2,2,4,6,0,4.67,3,4,1,3,0,2,1,0,0,1,0,0,0,0.0,0,1,0.5,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.567567567567568,0.0,0,3,0,1,FALSE
0,4,105,1,0,1,0,9,1,7,0,3,1,9,50,1,9,9,13,0,1,1,9,10,9,9,13,43,9,1.16,12,22,1,12,0,9,1,0,1,0,3,2,2,1.55555555555556,1,4,2.6666666666666696,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.742857142857143,0.0,0,4,0,0,FALSE
0,1,96,1,8,1,0,8,1,7,0,6,1,8,74,1,8,8,11,0,0,1,0,0,8,8,11,13,0,5.69,9,11,1,10,0,8,1,0,0,1,0,0,0,0.0,0,1,0.5,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.65625,0.0,0,3,0,2,FALSE
0,9,159,2,0,1,0,18,2,12,0,3,2,9,55,1,9,18,20,1,2,2,8,34,18,9,20,89,28,0.62,15,48,2,29,0,9,2,72,1,0,4,2,6,1.22222222222222,0,4,3.0,2,2,2.0,2,1,1.0,1,0,0,0,0,0,0.5849056603773579,0.0,0,4,0,3,FALSE
0,1,104,1,7,1,0,7,1,9,0,8,1,7,81,1,7,7,11,0,0,1,0,0,7,7,11,13,0,6.23,10,11,1,10,0,7,1,0,0,1,0,0,0,0.0,0,1,0.7142857142857142,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.596153846153846,0.0,0,4,0,1,FALSE
0,5,156,3,0,1,0,15,1,9,0,3,1,12,59,1,12,15,24,0,1,3,12,26,15,12,24,80,19,0.74,17,43,3,26,0,12,1,0,1,0,7,2,2,1.25,1,8,3.8333333333333295,2,3,1.16666666666667,1,2,0.5,0,1,1,1,11,1,0.666666666666667,1.0,0,4,1,1,FALSE
0,1,100,1,11,1,0,11,1,5,0,4,1,11,69,1,11,11,17,0,0,1,0,0,11,11,17,19,0,3.63,12,17,1,16,0,11,1,0,0,1,0,0,0,0.0,0,1,0.818181818181818,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.78,0.0,0,3,0,1,FALSE
0,4,62,1,0,1,0,4,1,7,0,3,1,4,35,1,4,4,7,0,1,1,4,5,4,4,7,22,4,1.59,5,11,1,6,0,4,1,0,1,0,3,2,2,1.25,1,4,3.5,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.67741935483871,0.0,0,3,0,1,FALSE
0,1,45,1,3,1,0,3,1,5,0,4,1,3,33,1,3,3,6,0,0,1,0,0,3,3,6,8,0,4.12,4,6,1,5,0,3,1,0,0,1,0,0,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.666666666666667,0.0,0,2,0,1,FALSE
0,4,53,1,0,1,0,3,1,7,0,3,1,3,32,1,3,3,6,0,1,1,3,3,3,3,6,17,3,1.88,4,9,1,5,0,3,1,0,1,0,2,2,2,1.33333333333333,1,3,2.6666666666666696,2,1,1.0,1,0,0.0,0,1,1,1,1,1,0.641509433962264,1.0,0,3,1,2,FALSE
0,1,40,1,2,1,0,2,1,6,0,5,1,2,31,1,2,2,4,0,0,1,0,0,2,2,4,6,0,5.17,3,4,1,3,0,2,1,0,0,1,0,0,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.65,0.0,0,2,0,1,FALSE
0,4,63,1,0,1,0,6,1,4,0,0,1,6,24,1,6,6,10,0,1,1,6,6,6,6,10,30,6,0.8,9,16,1,9,0,6,1,0,1,0,3,2,2,1.16666666666667,1,4,3.1666666666666696,2,1,1.0,1,0,0.0,0,4,4,1,90,27,1.0,1.0,0,1,1,0,FALSE
0,1,56,1,5,1,0,5,1,4,0,3,1,5,38,1,5,5,9,0,0,1,0,0,5,5,9,11,0,3.45,7,9,1,8,0,5,1,0,0,1,0,0,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,4,4,1,97,41,1.0,1.0,0,1,1,0,FALSE
0,4,25,2,1,1,0,2,2,4,1,0,2,1,16,1,1,2,3,0,0,2,0,1,2,1,3,8,1,2.0,1,4,2,2,0,0,2,0,1,0,0,1,12,12.0,12,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.64,0.0,0,2,0,3,FALSE
0,3,34,1,0,1,0,1,1,4,0,1,1,1,26,1,1,1,3,0,0,1,1,0,1,1,3,7,0,3.71,1,3,1,1,0,1,1,0,3,0,0,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.7352941176470591,0.0,0,3,0,1,FALSE
0,8,128,3,0,1,0,9,2,12,0,4,2,6,52,3,6,9,18,1,2,3,5,20,9,8,18,61,14,0.85,15,32,3,21,0,6,2,50,2,0,1,2,3,1.6666666666666698,0,5,2.1666666666666696,0,3,1.5,1,1,0.545454545454545,0,1,1,1,2,2,0.734375,1.0,0,2,1,4,FALSE
0,6,69,1,0,1,0,2,1,15,2,8,1,2,43,1,2,2,11,0,0,1,2,6,2,2,9,19,2,2.26,7,11,1,8,1,0,1,0,1,0,2,1,1,1.0,1,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.710144927536232,0.0,0,3,0,1,FALSE
0,3,34,1,0,1,0,1,1,3,0,0,1,1,26,1,1,1,3,0,0,1,1,1,1,1,3,6,1,4.33,2,4,1,2,0,1,1,0,2,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.941176470588235,0.0,0,2,0,0,FALSE
0,4,60,1,0,1,1,2,1,11,0,7,1,2,39,1,2,2,8,0,0,1,2,3,2,2,8,16,2,2.44,5,10,1,7,0,2,1,100,3,0,1,1,3,3.0,3,3,2.5,2,1,1.0,1,2,0.4,0,0,0,0,0,0,0.5,0.0,0,2,0,0,FALSE
0,5,100,3,0,1,1,8,1,7,0,1,1,6,33,2,6,8,25,1,2,3,5,14,8,6,21,56,12,0.59,11,33,3,23,0,6,1,100,3,7,5,4,5,2.3333333333333304,1,4,2.3333333333333304,1,3,1.33333333333333,1,2,0.666666666666667,0,1,1,1,24,1,0.33,1.0,0,5,1,1,FALSE
0,3,51,1,0,1,0,3,1,6,0,3,1,3,31,1,3,3,7,0,0,1,3,0,3,3,7,15,0,2.07,5,7,1,3,0,3,1,0,1,0,1,2,6,2.0,0,1,0.33333333333333304,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.411764705882353,0.0,0,4,0,3,FALSE
0,4,56,1,0,1,1,3,1,6,0,2,1,3,29,1,3,3,10,0,1,1,3,4,3,3,9,21,3,1.38,6,12,1,8,0,3,1,50,1,0,0,2,2,1.33333333333333,1,2,1.33333333333333,1,1,1.0,1,0,0.0,0,1,1,1,56,0,1.0,1.0,0,1,1,0,FALSE
0,4,35,1,0,1,1,1,1,4,0,0,1,1,21,1,1,1,6,0,0,1,1,2,1,1,5,11,1,1.91,3,6,1,4,0,1,1,100,1,0,0,2,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,1,1,1,35,0,1.0,1.0,0,1,1,0,FALSE
1,7,137,3,0,1,0,9,2,13,0,5,2,6,60,1,6,9,23,0,3,3,5,20,9,6,23,60,14,1.0,17,37,3,27,0,6,2,61,1,0,6,2,5,2.3333333333333304,0,7,3.5,0,3,1.5,1,2,0.875,0,2,2,1,7,13,0.416058394160584,1.0,0,5,1,4,FALSE
0,4,93,1,0,1,1,4,1,11,0,7,1,4,52,1,4,4,13,0,2,1,4,7,4,4,12,29,6,1.79,12,18,1,13,0,4,1,66,4,0,1,1,6,2.25,1,5,2.25,1,1,1.0,1,0,0.0,0,1,1,1,15,1,0.967741935483871,1.0,0,1,1,1,FALSE
0,4,103,1,0,1,0,6,1,9,0,5,1,6,59,1,6,6,14,0,2,1,6,7,6,6,14,34,6,1.74,10,20,1,13,0,6,1,50,1,0,2,2,5,2.1666666666666696,0,3,1.5,0,1,1.0,1,1,0.111111111111111,0,0,0,0,0,0,0.689320388349515,0.0,0,2,0,6,FALSE
0,9,105,3,0,1,0,8,2,14,0,4,2,4,45,1,4,7,14,0,2,3,4,16,7,4,14,49,12,0.92,11,26,3,18,0,4,2,50,1,0,3,2,8,4.5,0,7,3.0,0,4,2.0,1,1,0.666666666666667,0,1,1,1,1,1,0.352380952380952,1.0,0,5,1,4,FALSE
0,6,218,3,0,1,5,23,1,10,0,2,1,20,85,2,20,22,26,0,0,3,20,48,22,22,37,108,19,0.79,25,56,3,36,0,20,1,95,2,3,5,2,17,2.25,0,6,1.95,1,3,1.1,1,2,0.33333333333333304,0,3,3,2,6,4,0.5688073394495411,0.666666666666667,0,5,2,6,FALSE
0,2,274,2,1,1,1,24,1,8,0,5,1,19,172,2,21,24,34,0,3,2,20,21,24,21,32,70,17,2.46,32,49,2,41,0,21,1,94,2,4,6,1,8,3.52380952380952,0,9,1.0952380952381,0,2,0.952380952380952,0,1,0.125,0,5,5,2,33,8,0.291970802919708,0.8,0,7,2,1,FALSE
3,7,338,4,0,1,1,36,2,13,0,4,2,20,113,2,20,36,53,0,3,4,17,69,36,25,54,180,55,0.63,45,109,4,69,1,20,2,62,1,0,3,1,9,4.1,1,8,3.3,1,4,1.8,1,2,0.695652173913043,0,5,5,1,365,27,1.0,1.0,0,1,1,0,FALSE
0,1,31,1,1,1,0,1,1,6,0,5,1,1,24,1,1,1,3,0,0,1,0,0,1,1,3,5,0,4.8,2,3,1,2,0,1,1,0,0,4,1,0,3,3.0,3,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6451612903225811,0.0,0,3,0,0,FALSE
0,0,30,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,3,0,0,0,0,0,0,0,3,5,0,4.4,3,3,0,2,0,0,0,0,2,4,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,30,0,1.0,1.0,0,1,1,0,FALSE
0,1,36,1,0,1,0,1,1,7,0,6,1,1,30,1,1,1,3,0,0,1,1,0,1,1,3,5,0,6.0,1,3,1,2,0,1,1,0,1,7,1,1,4,4.0,4,1,1.0,1,1,1.0,1,0,0.0,0,1,1,1,36,0,1.0,1.0,0,1,1,0,FALSE
0,1,59,1,5,1,0,5,1,6,0,5,1,5,45,1,5,5,7,0,0,1,0,0,5,5,7,9,0,5.0,5,7,1,6,0,5,1,0,0,2,4,0,21,7.4,1,1,0.8,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.542372881355932,0.0,0,2,0,1,FALSE
0,1,45,1,2,1,0,2,1,7,0,6,1,2,38,1,2,2,4,0,0,1,0,0,2,2,4,5,0,7.6,2,4,1,3,0,2,1,0,0,29,1,0,3,3.0,3,0,0.0,0,1,1.0,1,0,0.0,0,1,1,1,1,1,0.934782608695652,1.0,0,1,1,3,FALSE
0,1,28,1,1,1,0,1,1,4,0,3,1,1,22,1,1,1,3,0,0,1,0,0,1,1,3,5,0,4.4,1,3,1,2,0,1,1,0,1,1,0,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,1,88,1,3,1,0,3,1,12,0,11,1,3,77,1,3,3,5,0,0,1,0,0,3,3,5,7,0,11.0,4,5,1,4,0,3,1,0,0,11,3,0,21,15.0,7,1,1.0,1,1,1.0,1,0,0.0,0,2,2,2,32,12,0.590909090909091,0.5,0,3,2,1,FALSE
0,1,60,1,3,1,0,3,1,9,0,8,1,3,45,1,3,3,8,0,0,1,0,0,3,3,8,10,0,4.5,5,8,1,7,0,3,1,0,0,4,1,0,18,9.33333333333333,4,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.933333333333333,0.0,0,2,0,0,FALSE
0,1,42,1,0,1,0,2,1,5,0,4,1,2,30,1,2,2,6,0,0,1,2,0,2,2,6,8,0,3.75,4,6,1,5,0,2,1,0,1,2,0,1,1,1.0,1,0,0.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,0.976190476190476,0.0,0,1,0,1,FALSE
0,12,229,5,0,1,0,28,2,20,0,7,2,9,90,1,9,22,25,8,0,6,1,47,22,13,27,119,40,0.76,20,67,5,42,0,9,3,0,1,3,7,2,10,5.77777777777778,0,14,5.0,0,10,3.22222222222222,1,4,1.54545454545455,0,1,1,1,3,3,0.71304347826087,1.0,0,4,1,1,TRUE
0,7,241,4,2,1,0,27,1,10,0,2,1,19,68,3,19,27,42,0,3,4,17,54,27,23,50,145,34,0.47,28,84,4,52,0,19,1,30,1,1,4,2,6,1.9473684210526296,0,8,2.26315789473684,1,6,1.52631578947368,1,2,0.4782608695652171,0,2,2,2,88,31,0.4813278008298761,0.5,0,4,2,0,TRUE
0,1,51,1,3,1,0,3,1,7,0,6,1,3,40,1,3,3,6,0,0,1,0,0,3,3,6,7,0,5.71,4,6,1,5,0,3,1,0,2,1,0,2,5,2.0,0,1,0.666666666666667,0,1,1.0,1,0,0.0,0,2,2,2,13,5,0.442307692307692,0.5,0,4,2,1,FALSE
3,17,284,10,0,2,4,34,3,23,4,5,3,10,76,1,10,30,37,0,4,11,7,96,32,22,38,186,72,0.41,22,110,10,79,0,6,3,72,1,0,2,1,16,8.7,2,9,3.8,1,10,3.3,1,3,1.5,0,3,3,2,78,37,0.707746478873239,0.666666666666667,0,3,2,0,FALSE
0,10,122,4,0,1,1,10,2,16,1,4,2,5,43,1,5,10,17,0,2,4,5,25,10,7,16,63,21,0.68,16,37,4,26,1,4,2,46,1,0,4,1,7,6.4,6,7,3.4,1,5,2.4,1,1,0.5714285714285711,0,0,0,0,0,0,0.8114754098360659,0.0,0,2,0,1,FALSE
0,8,98,3,0,1,0,8,2,11,1,3,2,5,42,1,5,8,10,0,1,3,5,14,8,7,9,48,11,0.88,8,20,3,11,0,4,2,60,1,0,1,1,8,3.8,1,5,2.6,1,3,1.6,1,2,1.0,0,0,0,0,0,0,0.938775510204082,0.0,0,1,0,3,FALSE
0,1,68,1,3,1,0,3,1,12,0,11,1,3,55,1,3,3,7,0,0,1,0,0,3,3,7,9,0,6.11,4,7,1,6,0,3,1,0,0,2,4,0,1,1.0,1,1,1.0,1,1,1.0,1,3,0.5,0,0,0,0,0,0,0.7941176470588229,0.0,0,2,0,0,FALSE
0,4,72,1,0,1,0,4,1,8,0,4,1,4,42,1,4,4,9,0,2,1,4,5,4,4,9,23,4,1.83,7,13,1,8,0,4,1,50,1,0,2,1,3,2.0,1,2,1.25,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.819444444444444,0.0,0,3,0,0,FALSE
1,11,169,4,0,1,0,15,2,17,0,4,2,7,55,1,7,14,27,0,2,5,6,43,14,7,29,94,35,0.59,20,64,4,49,1,7,2,7,2,0,11,1,5,3.5714285714285694,2,11,7.28571428571429,5,4,2.0,1,3,1.33333333333333,0,0,0,0,0,0,0.8047337278106509,0.0,0,2,0,1,FALSE
0,8,119,7,0,2,0,13,2,12,0,4,2,6,46,1,6,13,20,0,1,7,6,22,13,12,17,64,18,0.72,9,35,7,22,0,6,2,0,1,0,1,1,6,2.8333333333333304,1,3,2.3333333333333304,1,7,2.0,1,2,0.75,0,0,0,0,0,0,0.773109243697479,0.0,0,3,0,0,FALSE
0,5,75,2,0,1,0,5,1,9,0,3,1,4,38,1,4,5,12,0,1,2,4,8,5,4,12,31,7,1.23,6,19,2,13,0,4,1,0,1,0,6,2,2,2.0,2,3,2.25,2,2,1.25,1,1,0.5,0,0,0,0,0,0,0.693333333333333,0.0,0,2,0,0,FALSE
