@relation activemq-5.3.0.arff

@attribute CountDeclMethodPrivate numeric
@attribute AvgLineCode numeric
@attribute CountLine numeric
@attribute MaxCyclomatic numeric
@attribute CountDeclMethodDefault numeric
@attribute AvgEssential numeric
@attribute CountDeclClassVariable numeric
@attribute SumCyclomaticStrict numeric
@attribute AvgCyclomatic numeric
@attribute AvgLine numeric
@attribute CountDeclClassMethod numeric
@attribute AvgLineComment numeric
@attribute AvgCyclomaticModified numeric
@attribute CountDeclFunction numeric
@attribute CountLineComment numeric
@attribute CountDeclClass numeric
@attribute CountDeclMethod numeric
@attribute SumCyclomaticModified numeric
@attribute CountLineCodeDecl numeric
@attribute CountDeclMethodProtected numeric
@attribute CountDeclInstanceVariable numeric
@attribute MaxCyclomaticStrict numeric
@attribute CountDeclMethodPublic numeric
@attribute CountLineCodeExe numeric
@attribute SumCyclomatic numeric
@attribute SumEssential numeric
@attribute CountStmtDecl numeric
@attribute loc numeric
@attribute CountStmtExe numeric
@attribute RatioCommentToCode numeric
@attribute CountLineBlank numeric
@attribute CountStmt numeric
@attribute MaxCyclomaticModified numeric
@attribute CountSemicolon numeric
@attribute AvgLineBlank numeric
@attribute CountDeclInstanceMethod numeric
@attribute AvgCyclomaticStrict numeric
@attribute PercentLackOfCohesion numeric
@attribute MaxInheritanceTree numeric
@attribute CountClassDerived numeric
@attribute CountClassCoupled numeric
@attribute CountClassBase numeric
@attribute CountInput_Max numeric
@attribute CountInput_Mean numeric
@attribute CountInput_Min numeric
@attribute CountOutput_Max numeric
@attribute CountOutput_Mean numeric
@attribute CountOutput_Min numeric
@attribute CountPath_Max numeric
@attribute CountPath_Mean numeric
@attribute CountPath_Min numeric
@attribute MaxNesting_Max numeric
@attribute MaxNesting_Mean numeric
@attribute MaxNesting_Min numeric
@attribute COMM numeric
@attribute ADEV numeric
@attribute DDEV numeric
@attribute Added_lines numeric
@attribute Del_lines numeric
@attribute OWN_LINE numeric
@attribute OWN_COMMIT numeric
@attribute MINOR_COMMIT numeric
@attribute MINOR_LINE numeric
@attribute MAJOR_COMMIT numeric
@attribute MAJOR_LINE numeric
@attribute bug {TRUE,FALSE}

@data
0,5,56,1,0,1,1,2,1,5,0,0,1,2,28,1,2,2,12,1,0,1,1,7,2,2,12,19,4,1.47,9,16,1,13,0,2,1,100,5,4,1,1,6,3.0,0,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,5,57,1,0,1,1,2,1,6,0,0,1,2,28,1,2,2,12,1,0,1,1,8,2,2,12,20,5,1.4,9,17,1,14,0,2,1,100,4,0,1,1,2,1.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,5,56,1,0,1,1,2,1,5,0,0,1,2,28,1,2,2,12,1,0,1,1,7,2,2,12,19,4,1.47,9,16,1,13,0,2,1,100,5,0,1,1,2,1.0,0,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,4,55,1,0,1,1,2,1,5,0,0,1,2,28,1,2,2,12,1,0,1,1,6,2,2,12,18,3,1.56,9,15,1,12,0,2,1,100,5,0,1,1,2,1.0,0,2,1.5,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,7,60,1,0,1,1,2,1,7,0,0,1,2,28,1,2,2,12,1,0,1,1,11,2,2,12,23,8,1.22,9,20,1,17,0,2,1,100,4,0,1,1,2,1.0,0,7,4.5,2,1,1.0,1,0,0.0,0,1,1,1,1,1,0.983333333333333,1.0,0,1,1,1,FALSE
0,4,47,1,0,1,0,1,1,5,0,0,1,1,28,1,1,1,9,1,0,1,0,2,1,1,9,12,1,2.33,7,10,1,8,1,1,1,0,4,2,1,1,3,3.0,3,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,6,58,1,0,1,1,2,1,6,0,0,1,2,28,1,2,2,12,1,0,1,1,9,2,2,12,21,6,1.33,9,18,1,15,0,2,1,100,5,0,1,1,2,1.0,0,6,4.5,3,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,6,58,1,0,1,1,2,1,6,0,0,1,2,28,1,2,2,12,1,0,1,1,9,2,2,12,21,6,1.33,9,18,1,15,0,2,1,100,5,0,1,1,2,1.0,0,5,4.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,7,33,1,0,1,0,1,1,7,0,0,1,1,16,1,1,1,6,1,0,1,0,5,1,1,6,12,4,1.33,5,10,1,8,0,1,1,0,3,0,1,1,0,0.0,0,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.393939393939394,0.0,0,3,0,0,FALSE
0,7,46,1,0,1,0,2,1,8,0,1,1,2,21,1,2,2,9,2,0,1,0,10,2,2,9,20,8,1.05,5,17,1,14,0,2,1,0,4,0,2,1,2,1.0,0,5,4.0,3,1,1.0,1,3,0.6,0,0,0,0,0,0,0.652173913043478,0.0,0,2,0,0,FALSE
0,8,42,1,0,1,0,1,1,12,0,0,1,1,19,1,1,1,8,1,0,1,0,6,1,1,8,14,4,1.36,9,12,1,10,4,1,1,0,4,0,2,1,2,2.0,2,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.7857142857142858,0.0,0,2,0,0,FALSE
0,7,100,3,0,1,2,13,2,7,0,0,2,7,19,1,7,13,33,6,3,3,1,34,13,7,34,72,26,0.26,9,60,3,44,0,7,2,82,2,0,4,1,3,1.85714285714286,1,6,3.5714285714285694,2,4,2.0,1,2,1.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,20,189,5,0,1,9,15,3,25,0,5,3,5,44,1,5,15,43,2,7,5,3,87,15,5,43,135,74,0.33,10,117,5,101,0,5,3,53,2,0,2,1,14,8.4,1,17,10.6,2,5,3.0,1,3,2.0,0,0,0,0,0,0,0.507936507936508,0.0,0,2,0,1,TRUE
0,13,114,3,0,1,8,5,2,18,0,4,2,3,33,1,3,5,34,2,7,3,1,39,5,3,34,70,32,0.47,11,66,3,60,0,3,2,66,2,0,2,1,13,5.66666666666667,1,19,9.33333333333333,2,3,1.6666666666666698,1,2,1.2,0,0,0,0,0,0,0.5350877192982461,0.0,0,2,0,1,FALSE
0,11,46,1,0,1,0,1,1,15,0,0,1,1,19,1,1,1,13,1,0,1,0,9,1,1,13,19,4,1.0,8,17,1,15,4,1,1,0,4,0,3,1,2,2.0,2,8,8.0,8,1,1.0,1,0,0.0,0,0,0,0,0,0,0.804347826086957,0.0,0,2,0,1,FALSE
0,11,47,1,0,1,0,1,1,15,0,0,1,1,19,1,1,1,13,1,0,1,0,9,1,1,13,19,4,1.0,9,17,1,15,4,1,1,0,4,0,3,1,2,2.0,2,8,8.0,8,1,1.0,1,0,0.0,0,0,0,0,0,0,0.936170212765957,0.0,0,2,0,0,FALSE
0,12,54,1,0,1,0,1,1,24,0,6,1,1,25,1,1,1,8,1,0,1,0,10,1,1,8,18,8,1.39,11,16,1,14,6,1,1,0,4,0,3,1,2,2.0,2,8,8.0,8,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,6,43,1,0,1,0,1,1,7,0,0,1,1,26,1,1,1,6,1,0,1,0,4,1,1,6,11,3,2.36,6,9,1,7,1,1,1,0,4,0,2,1,2,2.0,2,4,4.0,4,1,1.0,1,0,0.0,0,0,0,0,0,0,0.581395348837209,0.0,0,2,0,1,FALSE
0,8,37,1,0,1,1,1,1,8,0,0,1,1,19,1,1,1,10,1,0,1,0,7,1,1,10,16,4,1.19,2,14,1,12,0,1,1,0,4,0,2,1,1,1.0,1,4,4.0,4,1,1.0,1,0,0.0,0,1,1,1,11,8,0.72972972972973,1.0,0,2,1,1,FALSE
0,7,116,3,0,1,2,14,2,7,0,0,2,8,20,1,8,14,41,7,3,3,1,40,14,8,42,81,27,0.25,16,69,3,54,0,8,2,82,2,1,2,1,3,1.875,1,11,3.75,1,3,1.75,1,2,0.9,0,0,0,0,0,0,0.517241379310345,0.0,0,2,0,0,FALSE
0,19,310,9,0,1,7,32,3,25,1,3,3,9,61,5,9,30,67,2,4,9,7,151,30,9,68,206,96,0.3,47,164,9,132,3,8,4,75,2,0,6,2,8,3.22222222222222,0,19,6.888888888888888,1,46,10.2222222222222,1,2,1.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,7,127,4,0,1,3,12,2,10,0,1,2,7,35,1,7,12,42,6,3,4,1,38,12,7,44,78,25,0.45,15,69,4,56,1,7,2,80,2,0,4,1,4,2.14285714285714,1,9,4.28571428571429,2,5,1.85714285714286,1,2,0.8888888888888891,0,1,1,1,127,0,1.0,1.0,0,1,1,0,FALSE
0,5,140,9,0,1,1,26,2,6,0,0,2,13,26,1,13,22,37,0,8,11,13,43,22,13,37,97,33,0.27,17,70,9,47,0,13,2,83,1,1,2,2,11,3.69230769230769,1,10,2.46153846153846,1,60,5.6153846153846105,1,3,0.666666666666667,0,0,0,0,0,0,0.37857142857142895,0.0,0,4,0,0,FALSE
0,5,116,4,0,1,0,15,1,5,0,0,1,11,19,1,11,15,32,0,8,4,11,37,15,11,32,82,31,0.23,15,63,4,46,0,11,1,73,1,0,1,2,12,4.4545454545454515,1,8,2.7272727272727297,1,4,1.3636363636363602,1,3,0.7692307692307689,0,0,0,0,0,0,0.577586206896552,0.0,0,4,0,0,FALSE
0,4,81,1,0,1,0,7,1,6,0,2,1,7,34,1,7,7,16,0,3,1,7,19,7,7,16,38,14,0.89,9,30,1,22,0,7,1,42,1,0,0,1,5,3.0,1,5,2.14285714285714,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.592592592592593,0.0,0,3,0,0,FALSE
0,5,78,3,0,1,1,8,1,6,0,0,1,6,20,1,6,8,26,4,0,3,2,22,8,6,27,48,14,0.42,10,41,3,32,0,6,1,83,4,0,2,1,6,1.6666666666666698,0,13,3.1666666666666696,0,4,1.5,1,1,0.375,0,0,0,0,0,0,0.628205128205128,0.0,0,2,0,1,FALSE
0,5,45,1,0,1,0,3,1,5,0,0,1,3,16,1,3,3,10,3,0,1,0,9,3,3,10,22,8,0.73,7,18,1,14,0,3,1,0,4,0,2,1,4,2.3333333333333304,0,5,3.3333333333333304,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.977777777777778,0.0,0,1,0,1,FALSE
0,6,70,1,0,1,0,5,1,6,0,0,1,5,21,1,5,5,18,5,0,1,0,21,5,5,18,41,17,0.51,8,35,1,29,0,5,1,0,3,4,5,1,4,2.2,1,6,4.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.4571428571428571,0.0,0,4,0,1,FALSE
0,12,144,7,0,1,3,17,2,13,0,0,2,7,22,1,7,17,34,7,6,7,0,65,17,7,40,105,59,0.21,20,99,7,81,0,7,2,80,3,2,7,1,19,5.857142857142861,2,23,7.0,0,28,7.0,1,3,1.11111111111111,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,6,83,1,0,1,0,6,1,7,0,0,1,6,20,1,6,6,24,5,0,1,1,27,6,6,24,52,21,0.38,12,45,1,38,0,6,1,0,4,0,6,1,4,1.6666666666666698,0,12,4.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,5,70,1,0,1,0,3,1,5,0,0,1,3,35,1,3,3,16,3,0,1,0,10,3,3,16,28,8,1.25,7,24,1,20,0,3,1,0,4,0,2,1,4,2.0,0,4,3.3333333333333304,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.5285714285714289,0.0,0,4,0,0,FALSE
0,5,34,1,0,1,0,1,1,5,0,0,1,1,19,1,1,1,8,1,0,1,0,3,1,1,8,12,2,1.58,3,10,1,8,0,1,1,0,3,0,1,1,4,4.0,4,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.411764705882353,0.0,0,3,0,0,FALSE
0,4,48,1,0,1,0,3,1,5,0,0,1,3,21,1,3,3,11,3,0,1,0,8,3,3,11,21,6,1.0,6,17,1,13,0,3,1,0,3,8,1,1,3,2.0,1,4,2.6666666666666696,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.33333333333333304,0.0,0,4,0,0,FALSE
0,11,205,6,0,1,1,30,3,12,0,1,3,11,36,1,11,28,56,10,16,6,1,93,28,11,69,152,78,0.24,19,147,6,118,0,11,3,84,2,5,5,1,18,5.72727272727273,3,17,4.90909090909091,2,32,6.18181818181818,1,3,1.0,0,1,1,1,3,3,0.35121951219512204,1.0,0,3,1,1,FALSE
0,5,50,2,0,1,1,4,1,5,0,0,1,3,19,1,3,4,12,0,0,2,3,9,4,3,12,25,7,0.76,6,19,2,14,0,3,1,66,2,0,0,1,4,3.3333333333333304,3,4,2.6666666666666696,2,2,1.33333333333333,1,1,0.6,0,0,0,0,0,0,0.42,0.0,0,3,0,0,FALSE
0,6,74,1,0,1,0,5,1,6,0,0,1,5,19,1,5,5,25,5,1,1,0,20,5,5,25,44,13,0.43,11,38,1,32,0,5,1,100,3,1,7,1,5,1.6,0,6,3.8,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.675675675675676,0.0,0,2,0,0,FALSE
0,3,35,1,0,1,0,1,1,3,0,0,1,1,19,1,1,1,8,1,2,1,0,2,1,1,8,11,1,1.73,5,9,1,7,0,1,1,100,4,0,2,1,3,3.0,3,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.5142857142857139,0.0,0,2,0,0,FALSE
0,3,35,1,0,1,0,2,1,3,0,0,1,2,20,1,2,2,7,1,0,1,1,2,2,2,7,12,2,1.67,3,9,1,6,0,2,1,0,3,0,0,1,1,0.5,0,2,1.5,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.5142857142857139,0.0,0,2,0,0,FALSE
0,9,127,3,0,1,1,8,1,12,0,2,1,6,35,1,6,8,46,4,2,3,2,43,8,6,46,78,24,0.45,15,70,3,61,1,6,1,61,2,0,6,1,3,2.1666666666666696,1,14,7.33333333333333,2,4,1.5,1,1,0.375,0,1,1,1,128,0,1.0,1.0,0,1,1,0,FALSE
0,13,127,4,0,1,0,12,2,16,0,2,2,6,26,3,6,12,36,2,0,4,4,47,12,6,35,86,33,0.3,16,68,4,55,1,6,2,0,6,0,9,2,4,1.6666666666666698,0,14,6.16666666666667,0,4,2.0,1,3,1.5,0,2,2,2,4,1,0.9921259842519692,0.5,0,1,2,1,FALSE
2,14,297,3,0,1,0,25,2,18,0,1,2,15,40,4,15,24,76,4,5,4,9,149,24,17,78,212,101,0.19,46,179,3,154,1,15,2,71,5,1,14,2,6,3.6,0,18,8.2,2,3,1.6,1,2,0.9,0,1,1,1,1,0,0.9966329966329972,1.0,0,1,1,1,FALSE
0,9,103,2,0,1,0,6,1,12,2,1,1,5,23,1,5,6,29,0,3,2,5,34,6,5,29,61,24,0.38,19,53,2,46,1,3,1,80,6,0,7,1,4,1.6,0,16,4.8,2,2,1.2,1,1,0.42857142857142894,0,0,0,0,0,0,0.5048543689320389,0.0,0,4,0,1,FALSE
0,6,135,2,0,1,0,13,1,6,0,0,1,12,22,1,12,13,44,12,8,2,0,50,13,12,45,96,38,0.23,23,83,2,70,0,12,1,84,5,1,9,1,3,1.9166666666666696,1,13,5.41666666666667,1,2,1.08333333333333,1,1,0.214285714285714,0,0,0,0,0,0,0.6814814814814809,0.0,0,3,0,1,FALSE
1,8,95,2,0,1,1,7,1,10,0,0,1,5,17,1,5,7,32,2,0,2,2,31,7,5,33,57,16,0.3,22,49,2,40,2,5,1,80,2,0,2,1,3,1.0,0,13,4.0,1,2,1.4,1,2,1.0,0,3,3,2,4,4,0.989473684210526,0.666666666666667,0,1,2,1,FALSE
0,8,83,3,0,1,1,7,2,10,0,2,2,4,28,1,4,7,18,3,3,3,1,23,7,4,19,46,20,0.61,10,39,3,31,0,4,2,81,5,0,0,1,4,1.75,0,6,3.25,2,3,1.75,1,2,1.16666666666667,0,0,0,0,0,0,0.650602409638554,0.0,0,2,0,0,FALSE
0,24,307,1,0,1,0,7,1,37,2,5,1,7,59,1,7,7,46,0,0,1,7,155,7,7,46,183,129,0.32,65,175,1,167,7,5,1,0,5,0,3,1,2,1.57142857142857,0,19,13.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.517915309446254,0.0,0,3,0,0,TRUE
2,12,166,3,0,1,2,12,2,16,0,0,2,7,21,1,7,11,49,2,1,4,3,68,11,9,49,108,45,0.19,39,94,3,81,3,7,2,71,2,0,8,1,4,2.14285714285714,1,22,8.0,1,3,1.57142857142857,1,2,0.8888888888888891,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,17,129,4,0,1,4,9,2,22,0,0,2,4,22,1,4,9,28,2,0,4,2,60,9,4,28,82,39,0.27,25,67,4,57,4,4,2,68,2,1,7,1,4,3.0,2,10,8.5,7,8,3.5,1,1,0.666666666666667,0,0,0,0,0,0,0.3565891472868221,0.0,0,3,0,0,FALSE
1,17,184,9,0,1,0,22,4,22,0,0,4,6,19,1,6,22,43,2,4,9,3,75,22,6,43,124,53,0.15,41,96,9,78,4,6,4,33,2,0,12,1,8,4.66666666666667,0,17,7.5,1,48,10.1666666666667,1,3,1.375,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,8,134,2,0,1,0,8,1,9,0,0,1,7,35,1,7,8,46,3,1,2,4,44,8,7,46,80,25,0.44,19,71,2,62,1,7,1,28,2,0,5,1,3,1.0,0,8,6.0,1,2,1.14285714285714,1,1,0.33333333333333304,0,0,0,0,0,0,0.977611940298508,0.0,0,1,0,1,FALSE
0,4,71,1,0,1,1,5,1,4,0,0,1,5,17,1,5,5,28,2,1,1,3,15,5,5,28,42,8,0.4,13,36,1,30,0,5,1,80,2,0,6,1,3,1.0,0,5,2.8,0,1,1.0,1,0,0.0,0,3,3,2,82,11,0.985915492957746,0.666666666666667,0,1,2,1,FALSE
0,7,263,4,0,1,0,32,1,9,0,2,1,21,61,1,21,30,53,1,1,5,20,99,30,23,53,167,76,0.37,35,129,4,98,0,21,2,90,5,3,7,1,12,1.23809523809524,0,16,3.6666666666666696,1,8,1.7142857142857095,1,2,0.39130434782608703,0,0,0,0,0,0,0.79467680608365,0.0,0,2,0,0,FALSE
0,3,70,1,0,1,1,6,1,4,2,0,1,6,19,1,6,6,21,2,0,1,4,12,6,6,21,38,10,0.5,13,31,1,24,0,4,1,83,6,0,5,1,3,0.666666666666667,0,4,2.5,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.6857142857142859,0.0,0,2,0,0,FALSE
0,3,28,1,0,1,0,1,1,3,0,0,1,1,20,1,1,1,3,1,0,1,0,1,1,1,3,6,1,3.33,2,4,1,2,0,1,1,0,3,0,2,1,0,0.0,0,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.75,0.0,0,2,0,0,FALSE
0,8,146,1,0,1,4,7,1,10,3,0,1,7,25,2,7,7,41,1,4,1,6,59,7,7,40,100,45,0.25,21,85,1,74,1,4,1,87,6,0,11,2,5,1.7142857142857095,0,5,3.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.5,0.0,0,3,0,1,FALSE
0,2,31,1,0,1,0,1,1,2,0,0,1,1,16,1,1,1,7,0,0,1,1,0,1,1,7,9,0,1.78,6,7,1,5,0,1,1,0,1,0,0,2,0,0.0,0,0,0.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,2,37,1,0,1,0,3,1,2,0,0,1,3,16,1,3,3,8,0,1,1,3,2,3,3,8,14,2,1.14,7,10,1,6,0,3,1,33,2,0,0,1,2,1.0,0,2,1.0,0,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,7,92,6,0,1,3,11,2,9,0,0,2,5,16,1,5,11,25,0,4,6,5,25,11,5,27,56,21,0.29,20,48,6,36,1,5,2,62,1,0,2,2,5,2.4,0,7,3.6,1,18,4.6,1,2,1.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,3,30,1,1,1,0,2,1,3,0,0,1,2,16,1,2,2,5,0,0,1,1,2,2,2,5,10,2,1.6,4,7,1,4,0,2,1,0,2,0,0,1,1,0.5,0,2,1.5,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,3,53,1,0,1,1,4,1,3,2,0,1,4,20,1,4,4,13,2,0,1,2,6,4,4,13,23,5,0.87,10,18,1,13,0,2,1,75,6,0,2,1,3,1.0,0,3,2.25,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.7735849056603772,0.0,0,2,0,0,FALSE
0,7,73,2,0,1,1,5,1,8,0,0,1,4,20,1,4,5,27,2,0,2,2,23,5,4,28,45,13,0.44,9,41,2,35,0,4,1,50,2,0,7,1,4,2.5,1,6,3.5,2,2,1.25,1,1,0.5714285714285711,0,0,0,0,0,0,0.5205479452054791,0.0,0,3,0,1,FALSE
0,11,400,2,0,1,0,25,1,14,0,1,1,24,51,1,24,25,61,4,0,2,20,226,25,24,61,288,197,0.18,83,258,2,232,2,24,1,0,2,0,6,1,22,1.875,0,13,2.9166666666666696,2,2,1.04166666666667,1,1,0.115384615384615,0,0,0,0,0,0,0.7325,0.0,0,3,0,2,FALSE
0,6,94,1,0,1,1,8,1,6,0,1,1,8,32,1,8,8,21,2,1,1,6,33,8,8,20,58,28,0.55,16,48,1,39,0,8,1,43,2,0,3,1,9,1.875,0,6,3.875,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,7,154,4,0,1,1,17,2,11,0,3,2,10,46,1,10,16,30,2,2,5,8,46,16,13,30,89,34,0.52,19,64,4,41,0,10,2,56,2,2,0,2,11,5.0,1,6,2.5,1,4,1.6,1,3,1.0,0,3,3,2,40,45,0.5714285714285711,0.666666666666667,0,4,2,1,FALSE
0,3,22,1,0,1,0,1,1,3,0,0,1,1,16,1,1,1,3,0,0,1,1,1,1,1,3,5,1,3.2,1,4,1,2,0,1,1,0,3,0,0,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.956521739130435,0.0,0,1,0,1,FALSE
0,3,22,1,0,1,0,1,1,3,0,0,1,1,16,1,1,1,3,0,0,1,1,1,1,1,3,5,1,3.2,1,4,1,2,0,1,1,0,3,0,0,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.956521739130435,0.0,0,1,0,1,FALSE
0,6,113,4,0,1,1,15,2,6,0,0,2,9,20,1,9,15,31,0,6,4,9,33,15,9,31,77,27,0.26,16,58,4,41,0,9,2,73,3,0,0,2,11,2.77777777777778,1,12,2.44444444444444,1,8,2.1111111111111103,1,2,0.7272727272727271,0,0,0,0,0,0,0.7699115044247791,0.0,0,3,0,0,FALSE
0,4,79,2,0,1,1,10,1,4,0,0,1,9,18,2,9,10,25,0,3,2,9,17,10,9,27,49,12,0.37,12,39,2,28,0,9,1,71,1,0,1,2,5,1.88888888888889,1,4,1.22222222222222,0,2,1.11111111111111,1,0,0.0,0,0,0,0,0,0,0.7088607594936709,0.0,0,3,0,0,FALSE
0,6,132,1,0,1,0,7,1,14,0,6,1,7,64,1,7,7,24,0,0,1,7,32,7,7,24,51,19,1.25,17,43,1,35,1,7,1,0,3,0,1,1,0,0.0,0,10,2.28571428571429,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.462121212121212,0.0,0,4,0,0,FALSE
0,15,94,4,0,1,1,6,3,27,0,7,3,2,34,1,2,6,18,2,3,4,0,24,6,2,19,46,21,0.74,14,40,4,34,4,2,3,12,2,4,4,1,14,8.5,3,20,11.5,3,8,5.0,2,1,1.0,1,0,0,0,0,0,0.8936170212765959,0.0,0,2,0,0,FALSE
0,4,64,2,0,1,0,7,1,4,0,0,1,5,21,1,5,7,17,5,1,2,0,10,7,5,17,32,8,0.66,11,25,2,19,0,5,1,40,2,1,0,1,4,1.8,0,3,2.0,1,2,1.4,1,1,0.5714285714285711,0,0,0,0,0,0,0.796875,0.0,0,2,0,1,FALSE
0,9,55,2,0,1,0,4,2,9,0,0,2,2,20,1,2,4,12,1,0,2,1,13,4,2,11,28,9,0.71,7,20,2,15,0,2,2,0,3,0,3,1,1,0.5,0,6,4.0,2,2,2.0,2,1,1.0,1,1,1,1,55,0,1.0,1.0,0,1,1,0,FALSE
0,6,60,1,0,1,0,4,1,7,2,0,1,4,16,1,4,4,16,2,0,1,2,19,4,4,16,34,13,0.47,10,29,1,24,0,2,1,0,6,0,3,1,1,0.25,0,7,4.25,2,1,1.0,1,0,0.0,0,2,2,2,60,0,0.733333333333333,0.5,0,2,2,0,FALSE
0,8,39,2,0,1,0,2,2,8,0,0,2,1,20,1,1,2,8,1,0,2,0,5,2,1,8,15,4,1.33,4,12,2,9,0,1,2,0,3,0,3,1,1,1.0,1,3,3.0,3,2,2.0,2,1,1.0,1,1,1,1,39,0,1.0,1.0,0,1,1,0,FALSE
0,5,59,1,0,1,0,4,1,5,2,0,1,4,21,1,4,4,14,2,0,1,2,13,4,4,14,28,9,0.75,10,23,1,18,0,2,1,0,6,0,3,1,1,0.25,0,4,2.75,2,1,1.0,1,0,0.0,0,1,1,1,0,2,1.0,1.0,0,1,1,0,FALSE
0,14,144,4,0,1,0,8,2,18,2,1,2,5,26,1,5,8,40,2,0,4,3,61,8,5,43,93,47,0.28,25,90,4,81,2,3,2,0,7,0,13,1,1,0.4,0,21,6.4,2,8,2.4,1,1,0.42857142857142894,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,5,60,1,0,1,0,4,1,5,2,0,1,4,21,1,4,4,16,2,0,1,2,13,4,4,16,30,9,0.7,9,25,1,20,0,2,1,0,7,0,3,1,1,0.25,0,4,2.75,2,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
6,13,217,2,0,1,0,17,2,15,0,0,2,11,27,1,11,17,45,1,0,2,4,115,17,11,46,157,88,0.17,35,134,2,113,1,11,2,0,2,0,5,1,6,2.63636363636364,0,17,8.45454545454546,3,2,1.54545454545455,1,2,1.0,0,2,2,1,219,1,1.0,1.0,0,1,1,0,FALSE
0,16,56,1,0,1,0,1,1,20,0,0,1,1,16,1,1,1,21,0,0,1,1,14,1,1,21,30,7,0.53,10,28,1,26,4,1,1,0,2,0,4,1,1,1.0,1,18,18.0,18,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,14,154,8,0,2,1,14,2,15,2,0,2,6,24,2,6,13,49,2,1,9,4,64,13,10,50,110,44,0.22,21,94,8,80,1,4,2,80,5,0,10,2,5,1.16666666666667,0,20,6.0,1,42,7.83333333333333,1,2,0.8,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,9,42,1,0,1,0,1,1,13,0,1,1,1,20,1,1,1,9,1,0,1,0,7,1,1,9,16,5,1.25,6,14,1,12,3,1,1,0,4,0,3,1,2,2.0,2,5,5.0,5,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
0,10,44,1,0,1,0,1,1,13,0,0,1,1,19,1,1,1,9,1,0,1,0,8,1,1,9,17,6,1.12,8,15,1,13,3,1,1,0,4,0,3,1,2,2.0,2,6,6.0,6,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,FALSE
